season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
2016-17,Andreas Pereira,MID,Granada CF,0,0,0,0,0.0,263,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,19,West Brom,0,0,0,0,17,0,1999,2.0,0.0,0.0,0,-13,6,19,44,False,0,17
2016-17,Andrew Robertson,DEF,Hull City,0,0,16,0,13.4,152,170,1,0,5.0,24.6,2016-12-17T15:00:00Z,90,20,West Ham,0,0,0,0,17,0,37211,0.0,1.0,12.0,2,-317,209,526,43,False,0,17
2016-17,Andre Gray,FWD,Burnley,0,0,-2,0,6.6,68,168,2,0,3.8,6.0,2016-12-18T16:00:00Z,90,17,Spurs,0,0,0,0,17,0,112670,1.0,2.0,25.0,2,-991,660,1651,61,False,0,17
2016-17,Andros Townsend,MID,Crystal Palace,0,0,5,0,0.0,120,162,0,0,0.2,1.0,2016-12-17T12:30:00Z,14,4,Chelsea,0,0,0,0,17,0,89144,1.0,0.0,1.0,1,-3873,126,3999,59,True,0,17
2016-17,André Ayew,MID,West Ham,0,0,0,0,12.4,374,170,0,0,5.0,3.6,2016-12-17T15:00:00Z,45,7,Hull,0,0,0,0,17,0,45671,0.0,1.0,34.0,1,-106,272,378,71,True,0,17
2016-17,Andy Carroll,FWD,West Ham,0,0,5,1,15.0,468,170,0,0,6.8,15.4,2016-12-17T15:00:00Z,90,7,Hull,0,0,0,0,17,0,108160,0.0,1.0,38.0,2,35165,36389,1224,62,True,0,17
2016-17,Angelo Ogbonna,DEF,West Ham,0,0,26,1,0.4,456,170,0,0,2.5,16.4,2016-12-17T15:00:00Z,90,7,Hull,0,0,0,0,17,0,41446,0.0,1.0,8.0,6,2577,3030,453,48,True,0,17
2016-17,Anthony Martial,FWD,Man Utd,0,0,0,0,0.0,267,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,19,West Brom,0,0,0,0,17,0,108720,2.0,0.0,0.0,0,-1275,220,1495,93,False,0,17
2016-17,Arthur Masuaku,DEF,West Ham,0,0,0,0,0.0,505,170,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,7,Hull,0,0,0,0,17,0,6979,0.0,1.0,0.0,0,-87,34,121,47,True,0,17
2016-17,Ashley Barnes,FWD,Burnley,0,0,24,0,2.0,70,168,2,1,7.3,31.6,2016-12-18T16:00:00Z,79,17,Spurs,0,0,0,0,17,0,45032,1.0,2.0,39.0,5,-178,2947,3125,44,False,1,17
2016-17,Ashley Fletcher,FWD,West Ham,0,0,0,0,0.0,535,170,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,7,Hull,0,0,0,0,17,0,7425,0.0,1.0,0.0,0,103,578,475,50,True,0,17
2016-17,Ashley Young,DEF,Man Utd,0,0,0,0,0.0,260,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,19,West Brom,0,0,0,0,17,0,2820,2.0,0.0,0.0,0,-28,29,57,51,False,0,17
2016-17,Bamidele Alli,MID,,0,2,29,0,32.0,398,168,1,1,11.1,37.0,2016-12-18T16:00:00Z,72,3,Burnley,0,0,0,0,17,0,214621,1.0,2.0,42.0,9,-2636,5983,8619,81,True,0,17
2016-17,Benjamin Chilwell,DEF,Leicester,0,0,0,0,0.0,496,166,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,14,Stoke,0,0,0,0,17,0,5115,2.0,2.0,0.0,0,-31,20,51,43,False,0,17
2016-17,Ben Davies,DEF,Tottenham,0,0,3,0,11.2,386,168,0,0,2.2,2.0,2016-12-18T16:00:00Z,14,3,Burnley,0,0,0,0,17,0,8158,1.0,2.0,9.0,1,-77,57,134,47,True,0,17
2016-17,Ben Foster,GK,West Brom,0,0,14,0,0.0,430,169,2,0,1.5,15.4,2016-12-17T17:30:00Z,90,11,Man Utd,0,0,0,0,17,3,664288,2.0,0.0,0.0,2,-9912,3461,13373,47,True,0,17
2016-17,Ben Gibson,DEF,Middlesbrough,0,2,29,1,0.2,278,165,0,0,4.5,36.6,2016-12-17T15:00:00Z,90,16,Swansea,0,0,0,0,17,0,348220,0.0,3.0,8.0,8,3768,14618,10850,48,True,0,17
2016-17,Ben Mee,DEF,Burnley,0,0,19,0,0.8,56,168,2,0,4.3,40.4,2016-12-18T16:00:00Z,90,17,Spurs,0,0,0,0,17,0,54885,1.0,2.0,2.0,1,-1638,707,2345,45,False,0,17
2016-17,Ben Woodburn,MID,Liverpool U18,0,0,0,0,0.0,603,163,0,0,0.0,0.0,2016-12-19T20:00:00Z,0,6,Everton,0,0,0,0,17,0,319,1.0,0.0,0.0,0,-29,38,67,43,False,0,17
2016-17,Branislav Ivanovic,DEF,Chelsea,0,0,5,0,0.0,76,162,0,0,0.2,2.2,2016-12-17T12:30:00Z,12,5,Crystal Palace,0,0,0,0,17,0,138478,1.0,0.0,0.0,1,-1698,158,1856,57,False,0,17
2016-17,Callum Wilson,FWD,Bournemouth,0,0,2,0,2.8,49,161,2,0,6.8,4.6,2016-12-18T13:30:00Z,63,13,Southampton,0,0,0,0,17,0,121355,3.0,1.0,61.0,2,-37413,1709,39122,64,True,0,17
2016-17,Calum Chambers,DEF,Middlesbrough,0,0,28,1,0.3,11,165,0,0,2.6,25.2,2016-12-17T15:00:00Z,90,16,Swansea,0,0,0,0,17,0,129688,0.0,3.0,0.0,6,414,2595,2181,44,True,0,17
2016-17,Cameron Carter-Vickers,DEF,Tottenham,0,0,0,0,0.0,501,168,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,3,Burnley,0,0,0,0,17,0,1714,1.0,2.0,0.0,0,-14,17,31,43,True,0,17
2016-17,Charlie Austin,FWD,Southampton,0,0,0,0,0.0,314,161,0,0,0.0,0.0,2016-12-18T13:30:00Z,0,2,Bournemouth,0,0,0,0,17,0,183761,3.0,1.0,0.0,0,-86194,999,87193,66,False,0,17
2016-17,Cheikhou Kouyaté,MID,West Ham,0,0,18,1,3.9,459,170,0,0,2.1,17.4,2016-12-17T15:00:00Z,90,7,Hull,0,0,0,0,17,0,36804,0.0,1.0,0.0,3,423,928,505,51,True,0,17
2016-17,Christian Benteke,FWD,Crystal Palace,0,0,1,0,4.6,213,162,1,0,3.0,2.0,2016-12-17T12:30:00Z,90,4,Chelsea,0,0,0,0,17,0,421024,1.0,0.0,23.0,2,-16574,22119,38693,77,True,0,17
2016-17,Christian Eriksen,MID,Tottenham,0,0,10,0,55.3,394,168,1,0,11.6,13.2,2016-12-18T16:00:00Z,90,3,Burnley,0,0,0,0,17,0,633713,1.0,2.0,47.0,2,241886,244266,2380,86,True,0,17
2016-17,Christian Fuchs,DEF,Leicester,1,1,27,0,25.6,168,166,2,0,7.8,44.6,2016-12-17T15:00:00Z,90,14,Stoke,0,0,0,0,17,0,278836,2.0,2.0,8.0,4,-12926,522,13448,53,False,1,17
2016-17,Christian Kabasele,DEF,Watford,0,0,7,0,0.3,414,167,1,0,0.8,7.6,2016-12-17T15:00:00Z,60,15,Sunderland,0,0,0,0,17,0,2392,0.0,1.0,0.0,2,-37,25,62,48,False,0,17
2016-17,Chris Smalling,DEF,Man Utd,0,0,3,0,0.0,244,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,1,19,West Brom,0,0,0,0,17,0,42185,2.0,0.0,0.0,1,-379,173,552,58,False,0,17
2016-17,Claudio Bravo,GK,Man City,0,0,7,0,0.0,541,164,1,0,0.1,1.2,2016-12-18T16:00:00Z,90,1,Arsenal,0,0,0,0,17,0,83194,1.0,2.0,0.0,2,-5038,454,5492,53,True,0,17
2016-17,Connor Wickham,FWD,Crystal Palace,0,0,0,0,0.0,122,162,0,0,0.0,0.0,2016-12-17T12:30:00Z,0,4,Chelsea,0,0,0,0,17,0,13756,1.0,0.0,0.0,0,-520,39,559,56,True,0,17
2016-17,Craig Cathcart,DEF,Watford,0,0,0,0,0.0,408,167,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,15,Sunderland,0,0,0,0,17,0,8520,0.0,1.0,0.0,0,-251,7,258,43,False,0,17
2016-17,Craig Dawson,DEF,West Brom,0,0,5,0,13.6,433,169,2,0,2.6,6.8,2016-12-17T17:30:00Z,73,11,Man Utd,0,0,0,0,17,0,61235,2.0,0.0,6.0,0,-1557,236,1793,48,True,1,17
2016-17,Cédric Soares,DEF,Southampton,0,0,17,0,28.0,301,161,1,0,6.3,30.6,2016-12-18T13:30:00Z,90,2,Bournemouth,0,0,0,0,17,0,85548,3.0,1.0,4.0,2,-13555,850,14405,50,False,0,17
2016-17,César Azpilicueta,DEF,Chelsea,1,3,35,1,22.3,77,162,0,0,5.9,35.8,2016-12-17T12:30:00Z,90,5,Crystal Palace,0,0,0,0,17,0,752974,1.0,0.0,1.0,12,41655,44949,3294,64,False,0,17
2016-17,Daniel Amartey,DEF,Leicester,0,3,30,0,1.3,182,166,2,1,6.8,47.4,2016-12-17T15:00:00Z,90,14,Stoke,0,0,0,0,17,0,6512,2.0,2.0,19.0,10,-65,174,239,45,False,0,17
2016-17,Daniel James,MID,Swansea U21,0,0,0,0,0.0,598,165,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,12,Middlesbrough,0,0,0,0,17,0,334,0.0,3.0,0.0,0,-2,14,16,45,False,0,17
2016-17,Danny Ings,FWD,Liverpool,0,0,0,0,0.0,216,163,0,0,0.0,0.0,2016-12-19T20:00:00Z,0,6,Everton,0,0,0,0,17,0,10150,1.0,0.0,0.0,0,-80,34,114,55,False,0,17
2016-17,Danny Rose,DEF,Tottenham,0,3,32,0,47.8,383,168,1,1,14.3,47.8,2016-12-18T16:00:00Z,76,3,Burnley,0,0,0,0,17,0,252445,1.0,2.0,47.0,11,16052,17593,1541,59,True,0,17
2016-17,Danny Welbeck,FWD,Arsenal,0,0,0,0,0.0,26,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,10,Man City,0,0,0,0,17,0,3403,1.0,2.0,0.0,0,-5,44,49,74,False,0,17
2016-17,Dan Gosling,MID,Bournemouth,0,0,0,0,0.0,43,161,0,0,0.0,0.0,2016-12-18T13:30:00Z,0,13,Southampton,0,0,0,0,17,0,8497,3.0,1.0,0.0,0,-333,180,513,47,True,0,17
2016-17,Darren Randolph,GK,West Ham,0,1,27,1,0.0,451,170,0,0,3.0,30.0,2016-12-17T15:00:00Z,90,7,Hull,0,0,0,0,17,4,30325,0.0,1.0,0.0,8,4216,4577,361,44,True,0,17
2016-17,David de Gea,GK,Man Utd,0,0,21,1,0.0,242,169,0,0,0.7,7.0,2016-12-17T17:30:00Z,90,19,West Brom,0,0,0,0,17,1,1498564,2.0,0.0,0.0,6,-9665,9387,19052,54,False,0,17
2016-17,David Luiz Moreira Marinho,DEF,Chelsea,0,1,28,1,0.3,570,162,0,0,2.5,17.0,2016-12-17T12:30:00Z,90,5,Crystal Palace,0,0,0,0,17,0,132791,1.0,0.0,8.0,7,9372,11133,1761,61,False,0,17
2016-17,DeAndre Yedlin,DEF,Newcastle,0,0,0,0,0.0,389,168,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,3,Burnley,0,0,0,0,17,0,7536,1.0,2.0,0.0,0,-53,6,59,44,True,0,17
2016-17,Demarai Gray,MID,Leicester,1,0,18,0,18.9,181,166,0,0,5.2,23.4,2016-12-17T15:00:00Z,19,14,Stoke,0,0,0,0,17,0,22011,2.0,2.0,10.0,4,-357,68,425,48,False,0,17
2016-17,Diego Da Silva Costa,FWD,Chelsea,0,1,28,1,4.8,97,162,0,1,8.3,37.6,2016-12-17T12:30:00Z,88,5,Crystal Palace,0,0,0,0,17,0,2265770,1.0,0.0,41.0,6,40258,46089,5831,110,False,1,17
2016-17,Divock Origi,FWD,Liverpool,0,0,0,1,8.8,217,163,0,0,2.4,3.6,2016-12-19T20:00:00Z,81,6,Everton,0,0,0,0,17,0,358063,1.0,0.0,12.0,2,80758,98774,18016,68,False,0,17
2016-17,Domingos Quina,MID,West Ham U21,0,0,0,0,0.0,610,170,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,7,Hull,0,0,0,0,17,0,60,0.0,1.0,0.0,0,18,29,11,45,True,0,17
2016-17,Dominic Calvert-Lewin,FWD,Everton,0,0,3,0,0.1,595,163,1,0,0.2,2.0,2016-12-19T20:00:00Z,18,9,Liverpool,0,0,0,0,17,0,1167,1.0,0.0,0.0,1,49,131,82,45,True,0,17
2016-17,Dominic Solanke,FWD,Chelsea U23,0,0,0,0,0.0,590,162,0,0,0.0,0.0,2016-12-17T12:30:00Z,0,5,Crystal Palace,0,0,0,0,17,0,501,1.0,0.0,0.0,0,6,29,23,50,False,0,17
2016-17,Eldin Jakupovic,GK,Hull City,0,0,0,0,0.0,147,170,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,20,West Ham,0,0,0,0,17,0,772191,0.0,1.0,0.0,0,-7289,5566,12855,39,False,0,17
2016-17,Eric Bailly,DEF,Man Utd,0,0,0,0,0.0,255,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,19,West Brom,0,0,0,0,17,0,273293,2.0,0.0,0.0,0,-8093,1236,9329,53,False,0,17
2016-17,Eric Dier,DEF,Tottenham,0,0,21,0,0.7,390,168,1,0,4.7,46.0,2016-12-18T16:00:00Z,90,3,Burnley,0,0,0,0,17,0,204499,1.0,2.0,0.0,2,-1715,1390,3105,51,True,0,17
2016-17,Erik Lamela,MID,Tottenham,0,0,0,0,0.0,393,168,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,3,Burnley,0,0,0,0,17,0,164555,1.0,2.0,0.0,0,-2673,111,2784,66,True,0,17
2016-17,Erik Pieters,DEF,Stoke City,0,0,16,0,13.1,321,166,2,0,3.5,10.6,2016-12-17T15:00:00Z,90,8,Leicester,0,0,0,0,17,0,210065,2.0,2.0,11.0,0,734,8437,7703,45,True,1,17
2016-17,Fabian Delph,MID,Man City,0,0,0,0,0.0,227,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,1,Arsenal,0,0,0,0,17,0,4082,1.0,2.0,0.0,0,-36,11,47,47,True,0,17
2016-17,Federico Fernández,DEF,Swansea,0,0,0,0,0.0,363,165,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,12,Middlesbrough,0,0,0,0,17,0,51992,0.0,3.0,0.0,0,-2321,6,2327,43,False,0,17
2016-17,Fernando Luiz Rosa,DEF,,0,0,0,0,0.0,233,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,1,Arsenal,0,0,0,0,17,0,62638,1.0,2.0,0.0,0,-2379,260,2639,53,True,0,17
2016-17,Fraser Forster,GK,Southampton,0,0,17,0,0.0,294,161,1,0,2.9,29.4,2016-12-18T13:30:00Z,90,2,Bournemouth,0,0,0,0,17,4,227901,3.0,1.0,0.0,3,7920,10080,2160,51,False,0,17
2016-17,Gary Cahill,DEF,Chelsea,0,2,29,1,2.2,78,162,0,0,4.1,21.4,2016-12-17T12:30:00Z,90,5,Crystal Palace,0,0,0,0,17,0,466124,1.0,0.0,17.0,8,9981,13503,3522,63,False,0,17
2016-17,Georginio Wijnaldum,MID,Liverpool,0,0,13,1,9.7,485,163,0,0,2.1,6.0,2016-12-19T20:00:00Z,90,6,Everton,0,0,0,0,17,0,55019,1.0,0.0,5.0,3,-1289,144,1433,75,False,0,17
2016-17,Granit Xhaka,MID,Arsenal,0,0,11,0,12.8,24,164,2,0,1.7,4.4,2016-12-18T16:00:00Z,90,10,Man City,0,0,0,0,17,0,118369,1.0,2.0,0.0,2,-328,1639,1967,52,False,0,17
2016-17,Gylfi Sigurdsson,MID,Swansea,0,0,7,0,36.7,368,165,3,0,6.3,6.2,2016-12-17T15:00:00Z,90,12,Middlesbrough,0,0,0,0,17,0,435292,0.0,3.0,20.0,2,22257,41566,19309,75,False,0,17
2016-17,Hal Robson-Kanu,FWD,West Brom,0,0,1,0,1.1,571,169,0,0,0.1,0.0,2016-12-17T17:30:00Z,10,11,Man Utd,0,0,0,0,17,0,8558,2.0,0.0,0.0,1,-161,502,663,50,True,0,17
2016-17,Harrison Reed,MID,Southampton,0,0,8,0,0.9,307,161,1,0,1.0,8.6,2016-12-18T13:30:00Z,45,2,Bournemouth,0,0,0,0,17,0,2384,3.0,1.0,0.0,1,-66,7,73,43,False,0,17
2016-17,Harry Arter,MID,Bournemouth,0,0,15,0,7.8,37,161,3,0,1.3,3.6,2016-12-18T13:30:00Z,90,13,Southampton,0,0,0,0,17,0,12494,3.0,1.0,2.0,2,250,768,518,50,True,0,17
2016-17,Harry Kane,FWD,Tottenham,0,0,6,0,34.6,403,168,1,0,10.7,11.2,2016-12-18T16:00:00Z,90,3,Burnley,0,0,0,0,17,0,857589,1.0,2.0,61.0,2,13636,35983,22347,113,True,0,17
2016-17,Harry Maguire,DEF,Hull City,0,0,9,0,1.0,153,170,1,0,11.3,23.2,2016-12-17T15:00:00Z,90,20,West Ham,0,0,0,0,17,0,1709,0.0,1.0,89.0,1,-30,14,44,44,False,1,17
2016-17,Harry Winks,MID,Tottenham,0,0,16,0,5.8,513,168,1,0,3.7,14.6,2016-12-18T16:00:00Z,90,3,Burnley,0,0,0,0,17,0,3480,1.0,2.0,17.0,2,-82,304,386,45,True,0,17
2016-17,Heung-Min Son,MID,Tottenham,0,0,1,0,13.4,402,168,0,0,4.1,4.8,2016-12-18T16:00:00Z,18,3,Burnley,0,0,0,0,17,0,287276,1.0,2.0,23.0,1,-41521,11969,53490,73,True,0,17
2016-17,Hugo Lloris,GK,Tottenham,0,0,12,0,0.0,380,168,1,0,1.1,10.6,2016-12-18T16:00:00Z,90,3,Burnley,0,0,0,0,17,1,322228,1.0,2.0,0.0,2,14869,18000,3131,55,True,0,17
2016-17,Héctor Bellerín,DEF,Arsenal,0,0,6,0,0.8,6,164,2,0,0.9,6.6,2016-12-18T16:00:00Z,90,10,Man City,0,0,0,0,17,0,681490,1.0,2.0,2.0,1,1378,7207,5829,64,False,0,17
2016-17,Idrissa Gueye,MID,Everton,0,0,13,0,1.3,488,163,1,0,1.6,14.6,2016-12-19T20:00:00Z,90,9,Liverpool,0,0,0,0,17,0,17842,1.0,0.0,0.0,1,1631,2298,667,50,True,1,17
2016-17,Ilkay Gündogan,MID,Man City,0,0,0,0,0.0,236,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,1,Arsenal,0,0,0,0,17,0,179122,1.0,2.0,0.0,0,-160850,1319,162169,52,True,0,17
2016-17,Islam Slimani,FWD,Leicester,0,0,5,0,19.1,567,166,2,0,4.2,3.6,2016-12-17T15:00:00Z,71,14,Stoke,0,0,0,0,17,0,40408,2.0,2.0,19.0,1,-2463,2120,4583,83,False,1,17
2016-17,Jack Butland,GK,Stoke City,0,0,0,0,0.0,316,166,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,8,Leicester,0,0,0,0,17,0,45600,2.0,2.0,0.0,0,-1005,69,1074,46,True,0,17
2016-17,Jack Cork,MID,Swansea,0,0,0,0,0.0,367,165,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,12,Middlesbrough,0,0,0,0,17,0,3061,0.0,3.0,0.0,0,-49,21,70,47,False,0,17
2016-17,Jack Stephens,DEF,Southampton,0,0,0,0,0.0,504,161,0,0,0.0,0.0,2016-12-18T13:30:00Z,0,2,Bournemouth,0,0,0,0,17,0,14973,3.0,1.0,0.0,0,-163,59,222,40,False,0,17
2016-17,Jack Wilshere,MID,Bournemouth,1,2,33,0,20.7,17,161,3,0,6.0,37.2,2016-12-18T13:30:00Z,90,13,Southampton,0,0,0,0,17,0,28380,3.0,1.0,2.0,7,88,1190,1102,59,True,0,17
2016-17,Jake Livermore,MID,Hull City,0,0,3,1,3.9,157,170,0,0,1.4,4.0,2016-12-17T15:00:00Z,68,20,West Ham,0,0,0,0,17,0,4988,0.0,1.0,6.0,2,199,367,168,48,False,1,17
2016-17,James McArthur,MID,Crystal Palace,0,0,7,0,5.8,114,162,1,0,1.2,0.0,2016-12-17T12:30:00Z,90,4,Chelsea,0,0,0,0,17,0,104585,1.0,0.0,8.0,2,8212,12433,4221,50,True,0,17
2016-17,James McCarthy,MID,Everton,0,0,2,0,1.0,136,163,0,0,0.5,3.6,2016-12-19T20:00:00Z,45,9,Liverpool,0,0,0,0,17,0,6787,1.0,0.0,0.0,1,54,114,60,48,True,0,17
2016-17,James Milner,MID,Liverpool,0,0,20,1,32.7,208,163,0,0,6.4,27.4,2016-12-19T20:00:00Z,90,6,Everton,0,0,0,0,17,0,264207,1.0,0.0,4.0,3,-28557,4813,33370,66,False,0,17
2016-17,James Tarkowski,DEF,Burnley,0,0,0,0,0.0,59,168,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,17,Spurs,0,0,0,0,17,0,94651,1.0,2.0,0.0,0,-414,1900,2314,40,False,0,17
2016-17,James Tomkins,DEF,Crystal Palace,0,0,0,0,0.0,103,162,0,0,0.0,0.0,2016-12-17T12:30:00Z,0,4,Chelsea,0,0,0,0,17,0,9913,1.0,0.0,0.0,0,-3294,88,3382,50,True,0,17
2016-17,James Ward-Prowse,MID,Southampton,0,0,0,0,0.0,306,161,0,0,0.0,0.0,2016-12-18T13:30:00Z,0,2,Bournemouth,0,0,0,0,17,0,7114,3.0,1.0,0.0,0,312,487,175,50,False,0,17
2016-17,Jamie Vardy,FWD,Leicester,0,0,-8,0,1.1,184,166,2,0,1.8,0.0,2016-12-17T15:00:00Z,27,14,Stoke,0,0,0,1,17,0,415382,2.0,2.0,21.0,-2,-1813,12003,13816,96,False,0,17
2016-17,Jarrod Bowen,MID,Hull City,0,0,4,0,0.8,516,170,0,0,0.2,1.2,2016-12-17T15:00:00Z,5,20,West Ham,0,0,0,0,17,0,3920,0.0,1.0,0.0,1,-39,104,143,45,False,0,17
2016-17,Javier Manquillo,DEF,Sunderland,0,0,0,0,0.0,538,167,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,18,Watford,0,0,0,0,17,0,1553,0.0,1.0,0.0,0,-93,5,98,44,True,0,17
2016-17,Jay Rodriguez,FWD,Southampton,0,3,43,0,3.1,311,161,1,2,15.0,72.0,2016-12-18T13:30:00Z,90,2,Bournemouth,0,0,0,0,17,0,7631,3.0,1.0,75.0,15,15,110,95,63,False,0,17
2016-17,Jeffrey Schlupp,MID,Leicester,0,0,0,0,0.0,169,166,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,14,Stoke,0,0,0,0,17,0,8560,2.0,2.0,0.0,0,-112,22,134,48,False,0,17
2016-17,Jeff Hendrick,MID,Burnley,0,0,12,0,2.9,560,168,2,0,1.5,11.6,2016-12-18T16:00:00Z,90,17,Spurs,0,0,0,0,17,0,2705,1.0,2.0,0.0,2,293,446,153,54,False,0,17
2016-17,Jesse Lingard,MID,Man Utd,1,0,15,1,30.0,266,169,0,0,5.7,19.0,2016-12-17T17:30:00Z,76,19,West Brom,0,0,0,0,17,0,15280,2.0,0.0,8.0,5,-378,232,610,56,False,1,17
2016-17,Joel Matip,DEF,Liverpool,0,0,0,0,0.0,199,163,0,0,0.0,0.0,2016-12-19T20:00:00Z,0,6,Everton,0,0,0,0,17,0,115078,1.0,0.0,0.0,0,-16148,582,16730,55,False,0,17
2016-17,Joel Robles,GK,Everton,0,0,6,0,0.0,123,163,1,0,0.9,8.6,2016-12-19T20:00:00Z,27,9,Liverpool,0,0,0,0,17,1,4252,1.0,0.0,0.0,1,-34,18,52,47,True,0,17
2016-17,Joel Ward,DEF,Crystal Palace,0,0,5,0,3.7,105,162,1,0,1.7,13.6,2016-12-17T12:30:00Z,90,4,Chelsea,0,0,0,0,17,0,31256,1.0,0.0,0.0,1,-999,131,1130,49,True,1,17
2016-17,Joe Hart,GK,Torino,0,0,0,0,0.0,218,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,1,Arsenal,0,0,0,0,17,0,47252,1.0,2.0,0.0,0,-288,8,296,53,True,0,17
2016-17,Johann Berg Gudmundsson,MID,Burnley,0,0,0,0,0.0,473,168,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,17,Spurs,0,0,0,0,17,0,7351,1.0,2.0,0.0,0,-804,14,818,51,False,0,17
2016-17,John Stones,DEF,Man City,0,0,0,0,0.0,128,164,0,0,0.0,0.0,2016-12-18T16:00:00Z,0,1,Arsenal,0,0,0,0,17,0,842615,1.0,2.0,0.0,0,-74856,1154,76010,48,True,0,17
2016-17,Jonathan Leko,MID,West Brom,0,0,6,0,0.3,445,169,0,0,0.5,3.0,2016-12-17T17:30:00Z,9,11,Man Utd,0,0,0,0,17,0,20794,2.0,0.0,2.0,1,1619,2734,1115,42,True,0,17
2016-17,Jonjoe Kenny,DEF,Everton U23,0,0,0,0,0.0,616,163,0,0,0.0,0.0,2016-12-19T20:00:00Z,0,9,Liverpool,0,0,0,0,17,0,0,1.0,0.0,0.0,0,0,0,0,40,True,0,17
2016-17,Jonny Evans,DEF,West Brom,0,0,0,0,0.0,431,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,11,Man Utd,0,0,0,0,17,0,298735,2.0,0.0,0.0,0,-17290,1420,18710,45,True,0,17
2016-17,Jordan Henderson,MID,Liverpool,0,0,23,1,4.0,201,163,0,0,2.4,20.4,2016-12-19T20:00:00Z,90,6,Everton,0,0,0,0,17,0,82263,1.0,0.0,0.0,3,-3194,3623,6817,65,False,0,17
2016-17,Jordan Pickford,GK,Sunderland,0,1,31,1,10.0,340,167,0,0,3.5,24.6,2016-12-17T15:00:00Z,90,18,Watford,0,0,0,0,17,4,649301,0.0,1.0,0.0,8,4124,8334,4210,42,True,0,17
2016-17,Joseph Gomez,DEF,Liverpool,0,0,0,0,0.0,195,163,0,0,0.0,0.0,2016-12-19T20:00:00Z,0,6,Everton,0,0,0,0,17,0,1245,1.0,0.0,0.0,0,-8,14,22,48,False,0,17
2016-17,Joshua King,FWD,Bournemouth,0,0,2,0,14.0,48,161,2,0,4.1,6.4,2016-12-18T13:30:00Z,71,13,Southampton,0,0,0,0,17,0,28595,3.0,1.0,21.0,2,102,1622,1520,54,True,0,17
2016-17,Josh Maja,FWD,Sunderland U23,0,0,0,0,0.0,613,167,0,0,0.0,0.0,2016-12-17T15:00:00Z,0,18,Watford,0,0,0,0,17,0,138,0.0,1.0,0.0,0,91,116,25,45,True,0,17
2016-17,Juan Mata,MID,Man Utd,0,0,0,0,0.0,256,169,0,0,0.0,0.0,2016-12-17T17:30:00Z,0,19,West Brom,0,0,0,0,17,0,120678,2.0,0.0,0.0,0,-14070,2631,16701,74,False,0,17
2016-17,Junior Stanislas,MID,Bournemouth,0,0,0,0,0.0,42,161,0,0,0.0,0.0,2016-12-18T13:30:00Z,0,13,Southampton,0,0,0,0,17,0,20421,3.0,1.0,0.0,0,-5677,260,5937,52,True,0,17
2016-17,Kasper Schmeichel,GK,Leicester,0,0,19,0,0.0,165,166,2,0,3.5,34.8,2016-12-17T15:00:00Z,90,14,Stoke,0,0,0,0,17,5,244905,2.0,2.0,0.0,2,-4733,184,4917,49,False,0,17
2016-17,Kelechi Iheanacho,FWD,Man City,0,0,2,0,0.0,241,164,0,0,0.1,1.0,2016-12-18T16:00:00Z,7,1,Arsenal,0,0,0,0,17,0,244151,1.0,2.0,0.0,1,-104989,5579,110568,66,True,0,17
2016-17,Kevin De Bruyne,MID,Man City,1,3,27,0,98.3,235,164,1,0,14.9,30.0,2016-12-18T16:00:00Z,83,1,Arsenal,0,0,0,0,17,0,394139,1.0,2.0,21.0,7,-18927,6748,25675,107,True,1,17
